id,name,type,aliases,desc,writing_count
129,巫山一段云,PingZeSwitch,金鼎一溪云,唐教坊曲名。《乐章集》注“双调”。,522
130,望仙门,Ping,,调见《珠玉词》，取词中结句为名。,10
131,占春芳,Ping,,苏轼咏梨花制此调，取词中第三句为名。,8
132,朝天子,Ze,思越人,唐教坊曲名。《阳春集》名《思越人》。,9
133,忆少年,Ze,太清舞|陇首山|十二时|桃花曲,万俟咏词有“上陇首、凝眸天四阔”句，名《陇首山》。朱敦儒词名《十二时》。元刘秉忠词有“恨桃花流水”句，更名《桃花曲》。,325
134,西地锦,Ze,,元高拭词，第三句七字者，注“黄钟宫”。,18
135,相思引,Ping,玉交枝|定风波令|琴调相思引|镜中人,此调有两体，四十六字者押平声韵，房舜卿词名《玉交枝》，周紫芝词名《定风波令》，赵彦端词名《琴调相思引》。四十九字者押仄声韵，《古今词话》无名氏词名《镜中人》。,89
136,落梅风,Ping,,调见《梅苑》。按《梅苑》别有《落梅风》长调二首，俱一百六字，因《花草粹编》名《落梅》，亦名《落梅慢》，另编一体，不为类列。,2
137,江亭怨,Ze,清平乐令|荆州亭,《花庵词选》名《清平乐令》。按《冷斋夜话》云：“黄鲁直登荆州亭，见亭柱间有此词，夜梦一女子云‘有感而作’，鲁直惊悟曰：‘此必吴城小龙女也。’因又名《荆州亭》。”,24
138,喜迁莺,PingZeSwitch,鹤冲天|万年枝|春光好|喜迁莺令|燕归来|早梅芳|烘春桃李,此调有小令、长调两体。小令起于唐人，《太和正音谱》注“黄钟宫”。因韦庄词有“鹤冲天”句，更名《鹤冲天》。和凝词有“飞上万年枝”句，名《万年枝》。冯延巳词有“拂面春风长好”句，名《春光好》。宋夏竦词名《喜迁莺令》。晏几道词名《燕归来》。李德载词有“残腊里、早梅芳”句，名《早梅芳》。长调起于宋人，《梅溪集》注“黄钟宫”。《白石集》注“太簇宫，俗名中管高宫”。江汉词一名《烘春桃李》。,318
139,乌夜啼,Ping,圣无忧|锦堂春,唐教坊曲名。《太和正音谱》注“南吕宫”，又“大石调”。宋欧阳修词名《圣无忧》，赵令畤词名《锦堂春》。按郭茂倩《乐府诗集》有清商曲《乌夜啼》，乃六朝及唐人古今诗体，与此不同，此盖借旧曲名，另翻新声也。,108
140,相思儿令,Ping,相思令,《花草粹编》名《相思令》。,16
141,阮郎归,Ping,醉桃源|忆桃源|宴桃源|濯缨曲,宋丁持正词有“碧桃春昼长”句，名《碧桃春》。李祁词名《醉桃源》。曹冠词名《宴桃源》。韩淲词有“濯缨一曲可流行”句，名《濯缨曲》。,471
142,贺圣朝,Ze,,唐教坊曲名。《花间集》有欧阳炯词，本名《贺明朝》，《词律》混入《贺圣朝》误。,70
143,甘草子,Ze,,《乐章集》注“正宫”。,30
144,珠帘卷,Ping,,调见欧阳修词，因词有“珠帘卷”句，取以为名。,5
145,画堂春,Ping,,调见《淮海集》。即咏画堂春色，取以为名。,145
146,喜长新,Ping,,唐教坊曲名。,1
147,金盏子令,Ping,,见《高丽史·乐志》。,2
148,献天寿,Ping,,见《高丽史·乐志》。,1
149,三字令,Ping,,调见《花间集》。前后段俱三字句，故名。,42
150,山花子,Ping,南唐浣溪沙|南唐浣溪纱|添字浣溪沙|添字浣溪纱|摊破浣溪沙|摊破浣溪纱|浣溪沙|感恩多令,唐教坊曲名，一名《南唐浣溪沙》。《梅苑》名《添字浣溪沙》，《乐府雅词》名《摊破浣溪沙》，《高丽史·乐志》名《感恩多令》。,307
151,忆馀杭,PingZeSwitch,忆余杭,见《湘山野录》。潘阆自度曲，因忆西湖诸胜，故名《忆馀杭》。《词律》编入《酒泉子》者误。,32
152,秋蕊香,Ze,教池回,此调有两体，四十八字者始于晏殊，九十七字者始于赵以夫，两词迥别，因词名同，故为类列。若柳永六十字《秋蕊香引》，仍即挨字另编。,53
153,胡捣练,Ze,望仙楼,此调与《捣练子》异，或云似《桃源忆故人》，但前后段起句有押韵不押韵之分。惟《望仙楼》调本此减字，观《梅苑》刻《望仙楼》词仍名《胡捣练》，可知矣。,16
154,桃源忆故人,Ze,虞美人影|胡捣练|醉桃园|杏花风|桃园忆故人,一名《虞美人影》。张先词或名《胡捣练》，陆游词名《桃源忆故人》，赵鼎词名《醉桃园》。韩淲词有“杏花风里东风峭”，名《杏花风》。,216
155,撼庭秋,Ze,,唐教坊曲名。一作《感庭秋》。,6
156,庆金枝,Ping,,《高丽史·乐志》名《庆金枝令》。,5
157,烛影摇红,Ze,忆故人|归去曲|玉珥坠金环|玉耳坠金环|秋色横空,"宋吴曾《能改斋漫录》：王都尉诜有《忆故人》词，徽宗喜其词意，犹以不丰容宛转为恨，乃令大晟乐府别撰腔，周邦彦增益其词，而以首句为名，谓之《烛影摇红》。
　　按王诜词本小令，原名《忆故人》，或名《归去曲》，以毛滂词有“送君归去添凄断”句也。若周邦彦词，则合毛、王二体为一阕。元赵雍词更名《玉珥坠金环》，元好问词更名《秋色横空》。",341
158,朝中措,Ping,照江梅|芙蓉曲|梅月圆,《宋史·乐志》：属黄钟宫。李祁词有“初见照江梅”句，名《照江梅》。韩淲词名《芙蓉曲》，又有“香动梅梢圆月”句，名《梅月圆》。,446
159,洞天春,Ze,,调见《六一词》，盖赋院落之春景如洞天也。,4
160,庆春时,Ping,,调见《小山乐府》，凡二首，俱庆赏春时宴乐之词。,7
161,眼儿媚,Ping,小阑干|东风寒|秋波媚,左誉词有“斜月小阑干”句，名《小阑干》。韩淲词有“东风拂槛露犹寒”句，名《东风寒》。陆游词名《秋波媚》。,329
162,人月圆,Ping,青衫湿,《中原音韵》注“黄钟宫”。此调始于王诜，因词中“人月圆时”句，取以为名。吴激词有“青衫泪湿”句，又名《青衫湿》。,143
163,喜团圆,Ping,与团圆,调见《小山乐府》。《花草粹编》无名氏词有“与个团圆”句，更名《与团圆》。,6
164,海棠春,Ze,海棠花|海棠春令,此调始自秦观，因词中有“试问海棠花，昨夜开多少”句，故名。马庄父词名《海棠花》，史达祖词名《海棠春令》。,92
165,武陵春,Ping,武林春,《梅苑》名《武林春》。,121
166,东坡引,Ze,,此调前后段两结，宋人类用叠句，惟曹冠、袁去华词二首独无，旧谱遗之，今并增定。,52
167,双鸂鶒,Ze,,调见朱敦儒《樵歌词》，因词有“一对双飞鸂鶒”句，故名。元高拭词注“正宫”。,5
168,鬲溪梅令,Ping,高溪梅令|鬲溪梅,姜夔自度曲，注“宫调”。原注“仙吕调”。一作《高溪梅令》。,45
169,伊州三台,Ping,,按唐有《宫中三台》、《江南三台》等曲，此云“伊州”者，亦本唐曲，取边地为名也。《三台》皆用六字成句，观赵师侠词前后起两句亦作六言，犹沿唐人旧体。若两结摊破六字二句为五字一句、七字一句，则新声矣，故另编一体。,5
170,双头莲令,Ping,,调见赵师侠《坦庵集》，咏信丰双莲，故制此词。,6
171,梅弄影,Ze,,调见《丘崇集》咏梅词，因结句有“巡池看弄影”名，取以为名。,4
172,茅山逢故人,Ze,,调见元人《叶儿乐府》，张雨句曲道中送友，自制词也。,4
173,阳台梦,Ze,,此调有两体，四十九字者调见《尊前集》，唐庄宗制，因词有“又入阳台梦”句，取以为名。五十七字者调见《花草粹编》，宋解昉制，即赋阳台梦题。两体截然不同。,14
174,月宫春,Ping,月中行,调见《花间集》毛文锡词。周邦彦更名《月中行》。《宋史·乐志》属小石角。,37
175,河渎神,PingZeSwitch,,唐教坊曲名。《花庵词选》云：“唐词多缘题所赋，《河渎神》之咏祠庙，亦其一也。”,51
176,归去来,Ze,,调见《乐章集》词二首。因词有“歌筵舞、且归去”、“休惆怅、好归去”句，取以为名。四十九字者自注“正平调”，五十二字者自注“中吕宫”。按《唐书·乐志》，仲吕羽为正平调，夹钟羽为中吕调，燕乐七羽之二也。,26
177,惜春郎,Ze,,调见《花草粹编》柳永词，因《乐章集》不载，故宫调无考。,2
178,极相思,Ping,,宋彭乘《墨客挥犀》云：“仁庙时，皇族中太尉夫人，一日入内，再拜告帝曰：‘妾有夫，不幸为婢妾所惑。’帝怒，流婢于千里。夫人亦得罪，居瑶华宫。太尉罚俸而不得朝。经岁，方春暮，夫人为词曲，名《极相思》，或加‘令’字。”,28
179,双韵子,Ze,,调见张先词集。按金元曲子有双声叠韵，调名疑出于此。,2
180,凤孤飞,Ze,,调见《小山乐府》。,4
181,柳梢青,Ping,云淡秋空|雨洗元宵|玉水明沙|早春怨|陇头月|柳稍青,此调两体，或押平韵，或押仄韵，字句悉同。押平韵者，宋韩淲词有“云淡秋空”句，名《云淡秋空》，有“雨洗元宵”句，名《雨洗元宵》，有“玉水明沙”句，名《玉水明沙》。元张雨词名《早春怨》。押仄韵者，《古今词话》无名氏词有“陇头残月”句，名《陇头月》。,586
182,醉乡春,Ze,添春色,宋惠洪《冷斋夜话》云：“少游在黄州，饮于海棠桥，桥南北多海棠，有书生家于海棠丛间。少游醉宿于此，题词壁间。”按此则知此调创自秦观，因后结有“醉乡广大人间小”句，故名《醉乡春》。又因前结有“春色又添多少”句，一名《添春色》。,14
183,太常引,Ping,太清引|腊前梅,《太和正音谱》注“仙吕宫”。一名《太清引》。韩淲词有“小春时候腊前梅”句，名《腊前梅》。,235
184,应天长,Ze,应天长令|应天长慢,此调有令词、慢词。令词始于韦庄，又有顾夐、毛文锡两体。宋毛幵词名《应天长令》。慢词始于柳永，《乐章集》注“林钟商调”。又有周邦彦一体，名《应天长慢》。,147
185,满宫花,Ze,满宫春,调见《花间集》。尹鹗赋宫怨词有“满地禁花慵扫”句，取以为名。,39
186,少年游,Ping,玉蜡梅枝|小阑干,"调见《珠玉集》。因词有“长似少年时”句，取以为名。《乐章集》注“林钟商调”。韩淲词有“明窗玉蜡梅枝好”句，更名《玉蜡梅枝》。萨都刺词名《小阑干》。
　　此调最为参差，今分七体，其源俱出于晏词。或添一字摊破前后段起句作四字两句者；或减一字摊破前后段第三、四句作七字一句者；或于前后段第二句添一字者；或于两结句添字、减字者，悉为类列，以便按谱查填。",343
187,偷声木兰花,PingZeSwitch,,此调亦本于《木兰花令》，前后段第三句减去三字，另偷平声，故云“偷声”。若《减字木兰花》前后段起句四字，则又从此调减去三字耳。,43
188,滴滴金,Ze,,蒋氏《九宫谱目》入黄钟宫。,29
189,忆汉月,Ze,望汉月,唐教坊曲名。柳永词名《望汉月》，《乐章集》注“正平调”。,33
190,西江月,PingAndZe,白苹香|步虚词|江月令|玉炉三涧雪,唐教坊曲名。《乐章集》注“中吕宫”。欧阳炯词有“两岸蘋香暗起”句，名《白蘋香》。程珌词名《步虚词》。王行词名《江月令》。,1357
191,惜春令,Ping,莺声绕红楼,宋周密《天基圣节乐次》有“方响独打，正宫《惜春》”。,9
192,留春令,Ze,,调见《小山乐府》。,40
193,梁州令,Ze,凉州令|梁州令叠韵,唐教坊曲名，一名《凉州令》。晁补之词名《梁州令叠韵》，盖合两首为一首也。《碧鸡漫志》云：“凉州即梁州，有七宫曲。”　按柳永《乐章集》注“中吕宫”。,28
194,盐角儿,Ze,,《碧鸡漫志》云：“始教坊家人市盐，于纸角中，得一曲谱，翻之，遂以为名，今双调《盐角儿令》是也。”,5
195,归田乐,Ze,归田乐引,黄庭坚词名《归田乐引》。,22
196,惜分飞,Ze,惜双双|惜双双令|惜芳菲,贺铸词名《惜双双》，刘弇词名《惜双双令》，曹冠词名《惜芳菲》。,124
197,孤馆深沉,Ping,孤馆深沈,调见宋黄大舆《梅苑》词。,4
198,促拍采桑子,Ping,促拍丑奴儿,调见朱希真《太平樵唱词》，一名《促拍丑奴儿》。促拍者，即促节繁声之意，《中原音韵》所谓“急曲子”也，字句与《采桑子》、《添字采桑子》迥别。,2
199,怨三三,Ping,,调见李之仪《姑溪词》，取词中前段结句意为名。,6
200,使牛子,Ze,,调见曹冠《燕喜词》。,5
201,折丹桂,Ze,,调见《相山词》。送人应举之作，取词中“仙籍桂香浮”句意为名，与《步蟾宫》别名《折丹桂》者不同。,12
202,竹香子,Ze,,调见刘过《龙洲集》。,4
203,城头月,Ze,,调见李昴英《文溪词》，和广帅马天骥韵，赠道士梁青霞作。此词盖马天骥所倡也，取词中起句为名。,27
204,四犯令,Ze,四和香|桂华明,调见侯寘《懒窟词》，李处全词更名《四和香》，关注词又名《桂华明》。,18
205,醉高歌,PingAndZe,,元姚燧自度曲。《太平乐府》注“中吕宫”。,2
206,黄鹤洞仙,Ze,黄鹤洞中仙,调见元彭致中《鸣鹤馀音》词。,16
207,破字令,Ze,,调见《高丽史·乐志》。,1
208,花前饮,Ze,,调见宋杨湜《古今词话》，取词中前段结句为名。,4
209,导引,Ping,,按宋鼓吹四曲，悉用教坊新声，车驾出入奏导引，此调是也。《宋史·乐志》：正宫、道调宫、黄钟宫、大石调、黄钟羽调、正平调、仙吕调，凡七曲，或五十字，或加一叠一百字。《金史·乐志》：五十字者属无射宫。按无射宫俗呼黄钟宫。,107
210,思越人,PingZeSwitch,思越人,调见《花间集》。按孙光宪词“馆娃宫外春深”，又“魂消目断西子”，张泌词“越波堤下长桥”，俱咏西子事，故名《思越人》，与《鹧鸪天》词别名《思越人》者不同。,19
211,探春令,Ze,探春|景龙灯,此调宋人俱咏初春风景，或咏梅花，故名《探春》。韩淲词有“景龙灯火升平世”句，名《景龙灯》。,58
212,越江吟,Ze,宴瑶池|燕瑶池|瑶池宴令|瑶池宴|瑶池燕,按宋释文莹《续湘山野录》云：“太宗酷爱琴曲十小词，命近臣十人各探一调、撰一词，苏翰林易简探得《越江吟》，遂赋此词。”后贺铸词因苏词起句有“瑶池宴”字，更名《宴瑶池》。苏轼词名《瑶池宴》。《乐府雅词》名《瑶池宴令》。,13
213,燕归梁,Ping,,调见《珠玉词》，因词有“双燕归飞绕画堂，似留恋虹梁”句，取以为名。柳永“织锦裁篇”词注“正平调”。“轻嗫罗鞋”词注“中吕调”。,62
214,雨中花令,Ze,送将归|雨中花,王观词名《送将归》。按《雨中花》调与《夜行船》调最易相混，宋人集中每多误刻。今照《花草粹编》所编，以两结句五字者为《雨中花》。两结句六字、七字者为《夜行船》。,106
215,凤来朝,Ze,,调见周邦彦《清真词》。,13
216,秋夜雨,Ze,,调见蒋捷《竹山乐府》，题“咏秋雨”。,17
217,伊州令,Ze,,唐教坊曲名，一作《伊川令》。《碧鸡漫志》云：“伊州有七商曲。”,2
218,木笪,Ze,,唐《教坊记》有《木笪》大曲，宋修内司所刊《乐府浑成集》亦有《木笪》曲名。周密《齐东野语》以为此音世人罕知。今《太平乐府》有白朴《乔木笪》词一套，疑其遗制。因《太和正音谱》采其首作，亦录以备一体。或名“乔木查”者误。,1
219,迎春乐,Ze,,宋柳永词注“林钟商”，元王行词注“夹钟商”。,57
220,梦仙郎,PingZeSwitch,,调见张先词集。,4
221,青门引,Ze,,调见《乐府雅词》及《天机馀锦》词，张先本集不载。,24
222,菊花新,Ze,,《乐章集》注“中吕调”。《齐东野语》云：“《菊花新》谱，教坊都管王公谨作也。”,22
223,醉红妆,Ping,,调见张先词集，因词中有“一般妆样百般娇”及“郎未醉，有金貂”句，取以为名。,23
224,思远人,Ze,,调见《小山乐府》，因词有“千里念行客”句，取其意以为名。,15
225,醉花阴,Ze,,《中原音韵》注“黄钟宫”。《太平乐府》注“中吕宫”。,267
226,望江东,Ze,,调见《山谷集》，因词有“望不见、江东路”句，取以为名。,14
227,入塞,Ping,,古乐府横吹曲有《入塞辞》，调名本此。,7
228,品令,Ze,,王行词注“夷则商”。,58
229,引驾行,Ze,长春,此调有五十二字者，有一百字者，有一百二十五字者。五十二字词，即一百字词前段。一百二十五字词，亦就一百字词多五句也。晁补之一百字词名《长春》。柳永一百字词注“中吕调”，一百二十五字词注“仙吕调”。,11
230,玉团儿,Ze,,调见周邦彦《片玉词》。因《清真集》不载，故方千里、杨泽民、陈允平俱无和词，宋惟卢炳、袁去华两词可校。,20
231,倾杯令,Ze,倾杯乐,唐教坊曲有《倾杯乐》，调名本此。但此令词与慢词名《倾杯乐》者不同。,11
232,锯解令,Ze,,调见《逃禅词》。,10
233,双雁儿,Ping,双燕子|化生儿|双燕儿,一名《双燕子》，《中原音韵》入商调。按此调微近《醉红妆》，但《醉红妆》后段第三句不用韵，此则前后俱用韵也。,15
234,寻芳草,Ze,王孙信,调见《稼轩词》，自注：一名《王孙信》。,11
235,恨来迟,Ping,恨欢迟,《梅苑》词名《恨欢迟》。,2
236,珍珠令,Ze,,调见张炎《山中白云词》。,5
237,寿延长破字令,Ze,,调见《高丽史·乐志》。,2
238,献天寿令,Ping,,调见《高丽史·乐志》。,1
239,折花令,Ze,,《调见高丽史·乐志》。,1
240,红窗听,Ze,红窗睡,柳永词注“仙吕调”。一名《红窗睡》。,20
241,上林春令,Ze,,《宋史·乐志》属中吕宫。,5
242,红窗迥,Ze,,调见周邦彦《片玉词》。,18
243,红罗袄,Ping,,唐教坊曲名。,8
244,折桂令,PingAndZe,秋风第一枝|天香引|蟾宫曲,《中原音韵》注“双调”。一名《秋风第一枝》，又名《天香引》，又名《蟾宫曲》。,36
245,荔子丹,Ping,,调见《高丽史·乐志》。,2
246,临江仙,Ping,谢新恩|雁后归|画屏春|庭院深深,"唐教坊曲名。《花庵词选》云，唐词多缘题所赋，《临江仙》之言水仙，亦其一也。宋柳永词注“仙吕调”，元高拭词注“南吕调”。李煜词名《谢新恩》。贺铸词有“人归落雁后”句，名《雁后归》。韩淲词有“罗帐画屏新梦悄”句，名《画屏春》。李清照词有“庭院深深深几许”句，名《庭院深深》。
　　按《乐章集》又有七十四字一体，九十三字一体，汲古阁本俱刻《临江仙》，今照《花草粹编》校定，一作《临江仙引》，一作《临江仙慢》，故不类列。
　　按《临江仙》调起于唐时，惟以前后段起句、结句辨体，其前后两起句七字、两结句七字者，以和凝词为主，无别家可校。其前后两起句七字、两结句四字、五字者，以张泌词为主，而以牛希济词之起句用韵、李煜词之前后换韵、顾夐词之结句添字类列。其前后两起句俱六字、两结俱五字两句者，以徐昌图词为主，而以向子諲词之第四句减字类列。其前后两起句俱七字、两结俱五字两句者，以贺铸词为主，而以晏几道词之第二句添字、冯延巳词之前后换韵、后段第四句减字、王观词之后段第四句减字类列。盖词谱专主辨体，原以创始之词、正体者列前，减字、添字者列后，兹从体制编次，稍诠世代，故不能仍按字数多寡也。他调准此。",2415
247,浪淘沙令,Ping,曲入冥|浪淘沙|卖花声|过龙门|炼丹砂,"《乐章集》注“歇指调”。蒋氏《九宫谱目》“越调”。按《唐书·礼乐志》，歇指调乃林钟律之商声。越调乃无射律之商声也。贺铸词名《曲入冥》，李清照词名《卖花声》，史达祖词名《过龙门》，马钰词名《炼丹砂》。
　　按唐人《浪淘沙》本七言断句，至南唐李煜始制两段令词，虽每段尚存七言诗两句，其实因旧曲名，另创新声也。杜安世词于前段起句减一字，柳永词于前后段起句各减一字，均为令词，句读悉同。即宋祁、杜安石仄韵词，稍变音节，然前后第二句四字、第三句七字，其源亦出于李煜词也。至柳永、周邦彦别作慢词，与此截然不同，盖调长拍缓，即古曼声之意也。《词律》于令词强为分体，于慢词或为类列者误。",1575
248,金错刀,Ping,君来路,汉张衡诗“美人赠我金错刀”，调名本此。此调见《花草粹编》，一名《醉瑶瑟》。叶李押仄韵词，名《君来路》。,14
249,端正好,Ze,于中好,杨无咎词名《于中好》。《中原音韵》注“正宫”。,29
250,杏花天,Ze,,蒋氏《九宫谱目》入越调，辛弃疾词名《杏花风》。此调微近《端正好》，坊本颇多误刻。今以六字折腰者为《端正好》，六字一气者为《杏花天》。,98
251,天下乐,Ze,,唐教坊曲名。,1
252,恋绣衾,Ping,泪珠弹,韩淲词有“泪珠弹，犹带粉香”句，名《泪珠弹》。,80
253,撷芳词,Ze,摘红英|折红英|清商怨|惜分钗|钗头凤|玉珑璁,"《古今词话》云：“政和间，京师妓之姥曾嫁伶官，常入内教舞，传禁中《撷芳词》以教其妓。人皆爱其声，又爱其词，类唐人所作。张尚书帅成都，蜀中传此词，竞唱之。却于前段下添‘忆忆忆’三字，后段下添‘得得得’三字，又名《摘红英》，殊失其义。不知禁中有“撷芳园”，故名“撷芳词”也。”
　　按程垓词名《折红英》，曾觌词名《清商怨》，吕渭老词名《惜分钗》，陆游因词中有“可怜孤似钗头凤”句，改名《钗头凤》，《能改斋漫录》无名氏词名《玉珑璁》。",142
254,鬓边华,Ze,,调见《梅苑》词。因词中有“映青鬓、开人醉眼”句，取以为名。,3
255,玉楼人,Ze,,调见《梅苑》词选本。,3
256,江月晃重山,Ping,,调见杨慎《词林万选》。每段上三句《西江月》体，下二句《小重山体》。,33
257,南乡一剪梅,Ping,,每段上三句《南乡子》体，下二句《一剪梅》体。,10
258,鹦鹉曲,Ze,黑漆弩|学士吟,一名《黑漆弩》，又名《学士吟》。白无咎词有“侬家鹦鹉洲边住”句，故名《鹦鹉曲》。《太平乐府》注“正宫”。,57
259,一七令,Ping,一字至七字诗|一字至七字体,按计敏夫《唐诗纪事》，白乐天分司东洛，朝贤悉会兴化池亭送别，酒酣，各请一字至七字诗，以题为韵，后遂沿为词调。,66
260,河传,PingZeSwitch,怨王孙|庆同天|月照梨花|秋光满目,"宋王灼《碧鸡漫志》云，《河传》，唐曲，今存者二。其一属南吕宫，前段仄韵，后段平韵。其一属无射宫，即《怨王孙》曲，外又有越调、仙吕调两曲。
    <br />按《河传》之名始于隋代，其词则创自温庭筠。《花间集》所载唐词，句读韵叶，颇极参差，然约计不过三体。有前后段两仄两平四换韵者，如温庭筠“湖上”词以下十五首是也。内韦庄词名《怨王孙》，宋人多宗之。欧阳修词注“越调”。张先词有“海宇，称庆，与天同”句，更名《庆同天》。李清照词有“人静皎月初斜，浸梨花”句，更名《月照梨花》。有前段仄韵、后段仄韵平韵者，如孙光宪“风飐”词以下五首是也，宋词无填此调者。有前后段皆仄韵者，如张泌“渺莽”词以下七首是也，宋词亦宗之。《乐章集》注“仙吕调”。徐昌图词有“秋光满目”句，更名《秋光满目》。历来旧谱，大都挨字类列，其体莫辨，阅者茫然。谱内划清三体，每体中细辨句读韵叶，各以类列，庶按谱时，各有所宗，不致混淆矣。",307
261,望远行,Ping,,唐教坊曲名。令词始自韦庄。《中原音韵》注“商调”。《太和正音谱》亦注“商调”。慢词始自柳永，“绣帏睡起”词注“中吕调”，“长空降瑞”词注“仙吕调”。,55
262,木兰花令,Ze,玉楼春,唐教坊曲名。《太和正音谱》注“高平调”。按《花间集》载《木兰花》、《玉楼春》两调，其七字八句者为《玉楼春》体，《木兰花》则韦词、毛词、魏词共三体，从无与《玉楼春》同者。自《尊前集》误刻以后，宋词相沿，率多混填。今照《花间集》本分列，旧谱误者悉为校正。,16
263,金莲绕凤楼,Ze,,调见《花草粹编》。此宋徽宗观灯词也，故名《金莲绕凤楼》。,3
264,睿恩新,Ze,,调见《珠玉词》。此调近《金莲绕凤楼》，但前后段第三句亦用上三下四句法，不押韵，与《金莲绕凤楼》词全属七言诗句押韵者不同。,6
265,芳草渡,PingZeSwitch,,此调有两体。令词始自欧阳修，有张先词可校。慢词始自周邦彦，有陈允平词可校。,35
266,夜行船,Ze,明月棹孤舟,《太平乐府》、《中原音韵》、元高拭词俱注“双调”。黄公绍词名《明月棹孤舟》。《词律》以《夜行船》混入《雨中花》，今照《花草粹编》分列。,119
