id,name,type,aliases,desc,writing_count
664,忆旧游,Ping,忆旧游慢,调始《清真乐府》，一名《忆旧游慢》。,313
665,花犯,Ze,绣鸾凤花犯,调始《清真乐府》，周密词名《绣鸾凤花犯》。,92
666,倒犯,Ze,吉了犯,调始《清真乐府》，一名《吉了犯》。,24
667,瑞鹤仙,Ze,一捻红,元高拭词注“正宫”。《夷坚志》云：“乾道中，吴兴周权知衢州西安县。一日，令术士沈延年邀紫姑神，赋《鹤鹤仙》牡丹词，有‘睹娇红一捻’句，因名《一捻红》。”,330
668,齐天乐,Ze,台城路|五福降中天|如此江山,周密《天基节乐次》：“乐奏夹钟宫，第一盏，觱篥起《圣寿齐天乐慢》。”姜夔词注“黄钟宫“，俗名正宫。周邦彦词有“绿芜彫尽台城路”句，名《台城路》。沈端节词名《五福降中天》。张辑词有“如此江山”句，名《如此江山》。,1430
669,昼锦堂,Ping,,此调有平韵、仄韵两体。平韵者见周邦彦《片玉集》，仄韵者见陈允平《日湖渔唱》。,43
670,氐州第一,Ze,熙州摘遍,调始《清真乐府》，一名《熙州摘遍》。,47
671,花发状元红慢,Ze,,宋叶梦得《避暑录话》：“刘几在神宗时，与范蜀公重定大乐，洛阳花品曰‘状元红’，为一时之冠。乐工花日新能为新声，汴妓郜懿以色著，秘监致仕刘伯焘精音律。熙宁中，几携花日新就郜懿家赏花欢咏，乃撰此曲，填词以赠之。”,3
672,恋芳春慢,Ping,,调见万俟咏《大声集》。崇宁中，咏充大晟府制撰，依月用律制词，多应制之作。此词自注“寒食前进，故以《恋芳春》为名也。”,3
673,瑶华,Ze,瑶华慢|瑶花慢|瑶花,调见《梦窗词》，一名《瑶华慢》。,110
674,湘春夜月,Ping,,黄孝迈自度曲。,67
675,曲游春,Ze,,调见《蘋洲渔笛谱》。,59
676,竹马儿,Ze,竹马子,一名《竹马子》。《乐章集》注“仙吕调”。,9
677,长相思慢,Ping,,《乐章集》注“商调”。,16
678,雨霖铃,Ze,雨霖铃慢|雨淋铃,一名《雨霖铃慢》，唐教坊曲名。《明皇杂录》：“帝幸蜀，初入斜谷，霖雨弥日，栈道中闻铃声，采其声为《雨霖铃》曲。”宋词盖借旧曲名，另倚新声也。调见柳永《乐章集》，属双调。,65
679,还京乐,Ze,,唐教坊曲名。《唐书》：“明皇自潞州还京师，制《还京乐》曲。”宋词盖借旧曲名，另翻新声也。,33
680,双头莲,Ze,,此调一百三字者见周邦彦《片玉集》。一百字者见陆游《放翁集》。,15
681,忆瑶姬,Ze,别素质|别瑶姬慢,此调有仄韵、平韵两体。仄韵者始自曹组，一名《别素质》。平韵者始自万俟咏，一名《别瑶姬慢》。,18
682,安平乐慢,Ping,,调见万俟咏《大声集》。,12
683,望南云慢,Ping,,调见《乐府雅词》。,4
684,情久长,Ze,,调见《圣求词》。,7
685,西江月慢,Ze,,调见《圣求词》。,13
686,杏花天慢,Ze,,调见《松隐集》。,1
687,探春慢,Ze,探春,或作《探春》，无“慢”字。,140
688,眉妩,Ze,百宜娇,姜夔词注：“一名《百宜娇》。”,58
689,湘江静,Ze,潇湘静,调见《乐府雅词》，一名《潇湘静》。,25
690,金盏子,Ze,,此调有平韵、仄韵两体。仄韵者见《梅溪词》及《梦窗词》，平韵者见《高丽史·乐志》。,22
691,龙山会,Ze,,《虚斋乐府》注“商调”。,32
692,春云怨,Ze,,调见冯艾子《云月词》，自注“黄钟商”。,18
693,升平乐,Ping,,《宋史·乐志》：“教坊都知李德升，作《万岁升平乐》曲。”周密《天基节乐次》：“乐奏夹钟宫，第三盏，笙起《升平乐慢》。”,1
694,迎新春,Ze,,《宋史·乐志》：“双角调”。《乐章集》注“大石调”。,2
695,归朝欢,Ze,归朝歌,《乐章集》注“夹钟商”。辛弃疾词有“菖蒲自照清溪绿”句，名《菖蒲绿》。,55
696,双声子,Ping,,《乐章集》注“林钟商”。,5
697,永遇乐,Ze,消息,周密《天基节乐次》：“乐奏夹钟宫，第五盏，觱篥起《永遇乐慢》。”此调有平韵、仄韵两体。仄韵者始自北宋，《乐章集》注“林钟商”。晁补之词名《消息》，自注“越调”。平韵者始自南宋，陈允平创为之。,279
698,二郎神,Ze,转调二郎神|二郎神慢|十二郎,唐教坊曲名。《乐章集》注“双调”。徐伸词名《转调二郎神》。吴文英词名《十二郎》。,107
699,倾杯乐,Ze,古倾杯|倾杯,唐教坊曲名。《乐府杂录》云：“《倾杯乐》，宣宗喜吹芦管，自制此曲。”见《宋史·乐志》者二十七宫调，柳永《乐章集》注“宫调七”。一名《古倾杯》，亦名《倾杯》。,50
700,百宜娇,Ze,,调见《圣求词》，与《眉妩》词别名《百宜娇》者不同。,11
701,月中桂,Ze,月中仙,调见赵彦端词集。赵孟頫词平仄韵互押者，名《月中仙》。,19
702,澡兰香,Ze,,调见吴文英《梦窗甲稿》，因词有“午镜澡兰帘幕”句，取以为名。,19
703,宴琼林,Ze,,唐教坊曲名。《宋史·乐志》：“双调”。,5
704,潇湘逢故人慢,Ping,,调见《花庵词选》。,23
705,惜馀欢,Ze,惜余欢,黄庭坚自度腔，因词有“少延欢洽”句，取以为名。,1
706,拜星月慢,Ze,拜星月,一作《拜新月》。唐教坊曲名。《宋史·乐志》：“般涉调”。,57
707,绮寮怨,Ping,,调见《片玉词》。,51
708,花心动,Ze,好心动|桂飘香|上升花|花心动慢,金词注“小石调”。元词注“双调”。曹勋词名《好心动》，曹冠词名《桂飘香》，《鸣鹤馀音》词名《上升花》，《高丽史·乐志》名《花心动慢》。,94
709,向湖边,Ze,,江纬自制曲，因词有“向湖边柳外”之句，取以为名。,8
710,阳春,Ze,阳春曲,一名《阳春曲》。,11
711,送入我门来,Ping,,调见《草堂诗馀》。宋胡浩然除夕词有“东风尽力，一齐吹送，入此门来”之句，取以为名。,26
712,绕池游慢,Ping,,调见《涧泉词》，韩淲西湖看荷作。,2
713,索酒,Ze,,调见《松隐集》，自注“四时景物须酒之意。”,2
714,瑞云浓慢,Ze,,按杨无咎《逃禅集》有七十五字《瑞云浓》，与此不同。,2
715,霜花腴,Ping,,吴文英自度腔，因词有“霜饱花腴”句，取以为名。,65
716,绮罗香,Ze,,调始《梅溪词》。,243
717,玉连环,Ze,,调见《云月词》。与《一落索》别名《玉连环》不同。,1
718,春从天上来,Ping,春从天外来,调见《中州乐府》，吴激词。,73
719,西湖月,Ze,,调见凤林书院元词，黄子行自度商调曲。,22
720,爱月夜眠迟慢,Ping,爱月夜眠迟,调见《高丽史·乐志》。宋词也，即赋本意。,4
721,合欢带,Ping,,《乐章集》注“林钟商”。,14
722,曲玉管,PingAndZe,,唐教坊曲名。《乐章集》注“大石调”。,20
723,早梅芳慢,Ze,,调见柳永词，与《早梅芳近》不同。,1
724,尉迟杯,Ze,,此调有平韵、仄韵两体。仄韵者见柳永《乐章集》，注“夹钟商”。平韵者见晁补之《琴趣外篇》。,68
725,花发沁园春,Ze,,此调有平韵、仄韵两体，俱见花庵《绝妙词选》，与《沁园春》不同。,25
726,赏南枝,Ping,,调见《梅苑》词，曾巩自度曲。,1
727,南浦,Ze,,"按唐《教坊记》有《南浦子》曲，宋词盖借旧曲名，另倚新声也。
　　此调有仄韵、平韵两体，宋人多填仄韵词，其平韵惟鲁词一体。",208
728,西河,Ze,西湖,《碧鸡漫志》：“大石调《西河慢》，声犯正平。”张炎词名《西湖》。,78
729,梦横塘,Ze,,调见《苕溪词》。,42
730,西吴曲,Ze,,调见《龙洲集》。,1
731,秋霁,Ze,春霁|春霁|簩霁,一名《春霁》。按此调始自胡浩然，赋春晴词即名《春霁》。赋秋晴词即名《秋霁》。,72
732,清风八咏楼,Ze,,沈隐侯守东阳，建八咏楼，其地又有双溪之胜，故曰“明月双溪水，清风八咏楼”，调名取此。王行词注“林钟商曲”。《清风八咏楼》者，南宋词林所制也。,2
733,暗香疏影,Ze,,张肯自度曲，以《暗香》调前段、《疏影》调后段合而为一。自注“夹钟宫”。,13
734,真珠髻,Ze,,调见《梅苑》词。,2
735,征部乐,Ze,,柳永《乐章集》注“夹钟商”。,6
736,解连环,Ze,望梅|杏梁燕,此调始自柳永，以词有“信早梅、偏占阳和”及“时有香来，望明艳、遥知非雪”句，名《望梅》。后因周邦彦词有“妙手能解连环”句，更名《解连环》。张辑词有“把千种旧愁，付与杏梁雨燕”句，又名《杏梁燕》。,210
737,内家娇,Ze,,《乐章集》注“林钟商”。,14
738,夜飞鹊慢,Ping,夜飞鹊,调见《片玉词》，一名《夜飞鹊》。,48
739,泛清波摘遍,Ze,,按《宋史·乐志》有林钟商《泛清波》大曲。沈括《笔谈》：“凡曲每解有数叠者，裁截用之，谓之摘遍。”此盖摘《泛清波》曲之一遍也。,27
740,望明河,Ze,,调见《苕溪集》。,3
741,楚宫春慢,Ze,,调见《宝月词》。,10
742,望海潮,Ping,,柳永《乐章集》注“仙吕调”。,179
743,望湘人,Ze,,调见《东山乐府》。,59
744,青门饮,Ze,青门引,调见《淮海词》。黄裳词亦名《青门引》，然与《青门引》令词不同。,15
745,落梅,Ze,落梅慢,《梅苑》无名氏词名《落梅慢》。,2
746,飞雪满群山,Ping,扁舟寻旧约|飞雪满堆山,调见《友古词》。因词有“长记得、扁舟寻旧约”句，更名《扁舟寻旧约》。张矩词名《飞雪满堆山》。,28
747,角招,Ze,,调见赵以夫《虚斋集》，自注：“姜夔制《角招》、《徵招》二曲，余以《角招》赋梅。古乐府有大、小《梅花》，皆角声也。”,37
748,一寸金,Ze,,调见柳永词。,30
749,击梧桐,Ze,,此调有两体。一百八字者见《乐章集》，注“中吕调”。一百十字者见《乐府雅词》。,19
750,折红梅,Ze,,调见《寿域词》。,12
751,泛青苕,Ping,感皇恩慢,调见张先词，吴兴泛舟作，即赋题本意也。一名《感皇恩慢》。,2
752,薄倖,Ze,薄幸,调见《东山乐府》。,54
753,倚阑人,Ze,,调见《松隐集》，曹勋自度曲。,2
754,惜黄花慢,Ze,,此调有仄韵、平韵两体。仄韵者见《逃禅词》，平韵者见《梦窗词》，与《惜黄花》令词不同。,28
755,一萼红,Ping,,此调有平韵、仄韵两体。平韵者见姜夔词，仄韵者见《乐府雅词》。因词有“未教一萼，红开鲜蕊”句，取以为名。,271
756,夺锦标,Ze,清溪怨|锦标归,调见《古山词》。白朴词名《清溪怨》。,14
757,菩萨蛮慢,Ze,菩萨蛮引,调见凤林书院元词。一名《菩萨蛮引》，与《菩萨蛮》令词不同。,6
758,杜韦娘,Ze,,唐《教坊记》有《杜韦娘》曲。刘禹锡诗“春风一曲杜韦娘”是也。宋人借旧曲名，另翻慢词。,3
759,无愁可解,Ze,,调见《东坡词》。自序云：“花日新作越调《解愁》，洛阳刘几伯寿闻而悦之，为作俚语诗，天下传咏，以为几欲达者。龙丘子笑之，此虽免乎愁，犹有所解也者，夫游于自然，而托于不得已，人乐亦乐，人愁亦愁，彼且乌乎解哉？乃反其词，作《无愁可解》。”,7
760,过秦楼,Ping,,调见《乐府雅词》，李甲作。因词有“曾过秦楼”句，取以为名。,9
761,江城子慢,Ze,江神子慢,调见吕渭老集。蔡松年词名《江神子慢》。与《江城子》令词不同。,12
762,江南春慢,Ze,,吴文英自度曲，注“小石调”。,3
763,罥马索,Ze,,调见《梅苑》。,9
764,八宝妆,Ze,八宝玉交枝|八犯玉交枝,仇远词名《八宝玉交枝》，与《新雁过妆楼》别名《八宝妆》者不同。,31
765,疏影,Ze,绿意|解佩环,姜夔自度仙吕宫曲。张炎词咏荷叶，易名《绿意》。彭元逊词有“遗佩环浮沈澧浦”句，名《解佩环》。,421
766,大圣乐,PingAndZe,,《宋史·乐志》：“道调宫”。此调有平韵、仄韵两体。平韵者见《顺斋乐府》，仄韵者见《蘋洲渔笛谱》。,28
767,高山流水,Ping,,调见《梦窗词》。吴文英自度曲，赠丁基仲妾作也。妾善琴，故以《高山流水》为调名。,31
768,慢卷绸,Ze,慢卷紬|慢卷䌷|慢卷绸|幔卷綢,柳永《乐章集》注“夹钟商”。,7
769,选冠子,Ze,选官子|转调选冠子|惜余春慢|惜馀春慢|苏武慢|仄韵过秦楼|过秦楼,一名《选官子》。曹勋词名《转调选冠子》。鲁逸仲词名《惜馀春慢》。侯寘词名《苏武慢》，一名《仄韵过秦楼》。,264
770,霜叶飞,Ze,斗婵娟,调见《片玉集》，因词有“素娥青女斗婵娟”句，更名《斗婵娟》。,131
771,五䌽结同心,Ping,五彩结同心|五采结同心,此调有平韵、仄韵两体。平韵者见赵彦端《介庵词》。仄韵者见《乐府雅词》。,27
772,透碧霄,Ping,,柳永《乐章集》注“南吕宫”。,9
815,玉山枕,Ze,,柳永《乐章集》注“仙吕调”。,9
773,期夜月,Ze,,《花草粹编》原注：“乐部中，惟杖鼓鲜有能工之者，京师官妓杨素娥最工，刘浚酷爱之，作《期夜月》词，素娥以此名动京师。”,1
774,轮台子,Ze,,柳永《乐章集》注“中吕调”。,9
775,沁园春,Ping,东仙|寿星明|洞庭春色,金词注“般涉调”。蒋氏《十三调》注“中吕调”。张辑词结句有“号我东仙”句，名《东仙》。李刘词名《寿星明》。秦观减字词名《洞庭春色》。,1750
776,丹凤吟,Ze,丹凤吟,调见《清真乐府》。,29
777,紫萸香慢,Ping,,调见凤林书院元词。姚云文自度腔。因词有“紫萸一枝传赐”句，取以为名。,22
778,瑶台月,Ze,瑶池月,调见《梅苑》。《鸣鹤馀香》无名氏词名《瑶池月》。,13
779,宣清,Ze,,柳永《乐章集》注“林钟宫”。,12
780,八归,Ze,,此调有仄韵、平韵两体。仄调者见《白石词》，姜夔自度夹钟商曲。平韵者见《竹屋痴语》，高观国自度曲。,57
781,摸鱼儿,Ze,摸鱼子|买陂塘|陂塘柳|迈陂塘|山鬼谣|双蕖怨,一名《摸鱼子》，唐教坊曲名。晁补之词有“买陂塘、旋栽杨柳”句，更名《买陂塘》，又名《陂塘柳》，或名《迈陂塘》。辛弃疾赋怪石词名《山鬼谣》。李冶赋并蒂荷词有“请君试听双蕖怨”句，名《双蕖怨》。,1397
782,贺新郎,Ze,金缕歌|金缕衣|金缕曲|金缕词|乳燕飞|贺新凉|风敲竹|貂裘换酒,叶梦得词有“唱金缕”句，名《金缕歌》，又名《金缕曲》，又名《金缕词》。苏轼词有“乳燕飞华屋”句，名《乳燕飞》，有“晚凉新浴”句，名《贺新凉》，有“风敲竹”句，名《风敲竹》。张辑词有“把貂裘、换酒长安市”句，名《貂裘换酒》。,3073
783,子夜歌,Ze,,调见凤林书院元词，与《菩萨蛮令》词别名《子夜歌》者不同。,10
784,吊严陵,Ze,暮云碧,调见《乐府雅词》，李甲作。因词有“严光钓址空遗迹”及“离觞吊古寓目”句，取以为名。又结句有“回首暮云千古碧”句，名《暮云碧》。,3
785,金明池,Ze,昆明池|夏云峰,调见《淮海词》，赋东京金明池，即以调为题也。李弥逊词名《昆明池》，僧挥词名《夏云峰》。,60
786,送征衣,Ping,,柳永《乐章集》注“中吕宫”。,2
787,笛家,Ze,笛家弄慢|笛家弄,一名《笛家弄慢》，柳永《乐章集》注“仙吕宫”。,20
788,秋思耗,Ze,画屏秋色,调见《梦窗词》，吴文英自度腔。因词有“偏称画屏秋色”句，更名《画屏秋色》。,28
789,春风袅娜,Ping,东风袅娜,调见《云月词》，冯艾子自度腔，注“黄钟羽”，即般涉调。,35
790,春雪间早梅,Ping,春雪閒早梅,调见《梅苑》词，檃括韩愈《春雪间早梅》长律诗，即以题为调名。,1
791,白苧,Ze,白苎,按《古乐府》有《白苧》曲，宋人盖借旧曲名别倚新声也。王灼《颐堂集》云：“《白苧》词，传者至少，其正宫一阕，世以为紫姑神作。”今从《花草粹编》，为柳永词。,17
792,翠羽吟,Ping,,调见蒋捷《竹山词》。自序云：“王君本示予越调《小梅花引》，俾以飞仙步虚之意为其辞。余谓泛泛言仙，似乎寡味，越调之曲与梅花宜，罗浮梅花真仙事也，演以成章，名《翠羽吟》。”,3
793,六州,Ping,崇明祀,《文献通考》：“本朝歌吹，止有四曲：《十二时》、《导引》、《降仙台》，并《六州》为四。每大礼宿斋或行幸，遇夜每更三奏，名为‘警场’。政和七年，诏《六州》改名《崇明祀》，然天下仍谓之《六州》，其称谓已熟也。”,26
794,十二时慢,Ze,十二時,"宋鼓吹四曲之一。《花草粹编》无“慢”字。
　　此词有仄韵、平韵两体。",59
795,兰陵王,Ze,大犯,唐教坊曲名。《碧鸡漫志》：“《北齐史》及《隋唐嘉话》称，齐文襄之长子长恭封兰陵王，与周师战，尝著假面对敌。击周师金墉城下，勇冠三军，武士共歌谣之，曰《兰陵王入阵曲》。今越调《兰陵王》，凡三段二十四拍，或曰遗声也。此曲声犯正宫，管色用大凡字，大一字、勾字，故一名《大犯》。”,176
816,大酺,Ze,,调见《清真乐府》。按唐教坊曲有《大酺乐》，《羯鼓录》亦有太簇商《大酺乐》。宋词盖借旧曲名，自制新声也。,80
796,破阵乐,Ze,,唐教坊曲名。《宋史·乐志》：“正宫”。柳永《乐章集》注“林钟商”。,5
797,瑞龙吟,Ze,,黄升云：“此调前两段双拽头，属正平调，后一段犯大石调，‘归骑晚’以下仍属正平调也。”,83
798,浪淘沙慢,Ze,,柳永《乐章集》注“歇指调”。,52
799,歌头,Ze,,《尊前集》注“大石调”。,5
800,多丽,Ping,鸭头绿|绿头鸭|陇头泉,"一名《鸭头绿》，周格非词名《陇头泉》。
　　此调有平韵、仄韵两体。",147
801,玉女摇仙佩,Ze,,柳永《乐章集》注“正宫”。,37
802,六丑,Ze,,调见《清真乐府》。,69
803,玉抱肚,Ze,,调见《逃禅词》。,7
804,六州歌头,PingAndZe,,程大昌《演繁露》：“《六州歌头》，本鼓吹曲也，近世好事者倚其声为吊古词，音调悲壮，又以古兴亡事实文之，闻其歌，使人慷慨，良不与艳词同科，诚可喜也。”,86
805,夜半乐,Ze,,唐教坊曲名。柳永《乐章集》注“中吕调”，盖借旧曲名另倚新声也。《碧鸡漫志》：“《唐史》，明皇自潞州还京师，夜半举兵诛韦后，制《夜半乐》、《还京乐》二曲。今黄钟宫有《三台夜半乐》，中吕调，有慢、有近拍、有序。”,12
806,宝鼎现,Ze,三段子|宝鼎儿,调见《顺庵乐府》。李弥逊词名《三段子》。陈合词名《宝鼎儿》。,40
807,个侬,Ze,,调见廖莹中词，即用起句为名。,2
808,解红慢,PingAndZe,,调见《鸣鹤馀音》。,6
809,穆护砂,PingAndZe,,唐人张祐有五言绝句一首，题曰《穆护砂》，调名本此。盖因旧曲名，另倚新声也。,8
810,三台（大曲）,Ze,,见唐《教坊记》。《唐音统签》云：“唐曲有《三台》：《急三台》、《宫中三台》、《上皇三台》、《怨陵三台》、《突厥三台》，《三台》为大曲。”冯鉴《续事始》曰：“汉蔡邕三日之间，周历三台，乐府以邕晓音律，为制此曲。”刘禹锡《嘉话录》曰：“邺中有曹公铜雀、金虎、冰井三台，北齐高洋毁之，更筑金凤、圣应、崇光三台，宫人拍手呼上台送酒，因名其曲为《三台》。”李氏《资暇录》曰：“三台，三十拍促曲名。昔邺中有三台，石季龙常为宴游之所，而造此曲以促饮。”《乐苑》云：“唐《三台》，羽调曲。”,8
811,哨遍,PingAndZe,,《苏轼集》注“般涉调”。或作《稍遍》。,50
812,戚氏,PingAndZe,梦游仙,柳永《乐章集》注“中吕调”。丘处机词名《梦游仙》。,34
813,胜州令,Ze,,调见《花草粹编》。,2
814,莺啼序,Ze,丰乐楼|莺啼叙,一名《丰乐楼》，见《梦窗乙稿》。,180
817,清平调辞,Ping,清平调|清平调引,《碧鸡漫志》云：“《清平调辞》，乃于清调、平调制词也。”《松窗杂记》云：“每遍将换，明皇自倚玉笛和之。”,22
818,调笑令,Ze,调笑转踏|调笑|调啸,,116
