id,name,path,aliases,name_comment,writing_count
1,喜迁莺,北曲/黃鍾宮,,,12
2,出队子,北曲/黃鍾宮,,,15
3,刮地风,北曲/黃鍾宮,,,16
4,四门子,北曲/黃鍾宮,,,18
5,古水仙子,北曲/黃鍾宮,,或无「古」字。,9
6,古寨儿令,北曲/黃鍾宮,,「寨」一作「赛」。或无「古」字。,3
7,古神仗儿,北曲/黃鍾宮,,亦作「煞」。或无「古」字。,3
8,节节高,北曲/黃鍾宮,,「节」一作「接」。,3
9,者剌古,北曲/黃鍾宮,,,2
10,愿成双,北曲/黃鍾宮,,,1
11,贺圣朝,北曲/黃鍾宮,,与中吕、商调出入。,1
12,红锦袍,北曲/黃鍾宮,紅衲襖,即〔红衲袄〕。,6
13,昼夜乐,北曲/黃鍾宮,,,2
14,人月圆,北曲/黃鍾宮,,,2
15,䌽楼春,北曲/黃鍾宮,拋球樂,即〔抛球乐〕。,1
16,侍香金童,北曲/黃鍾宮,,与商调出入。,1
17,降黄龙衮,北曲/黃鍾宮,,,1
18,双凤翘,北曲/黃鍾宮,女冠子,即〔女冠子〕，与大石调出入。,1
19,倾杯序,北曲/黃鍾宮,,,1
20,文如锦,北曲/黃鍾宮,,,1
21,九条龙,北曲/黃鍾宮,,,1
22,兴隆引,北曲/黃鍾宮,,「隆」一作「龙」,1
23,尾声,北曲/黃鍾宮,,,1
24,端正好,北曲/正宮,,与仙吕不同。,78
25,滚绣球,北曲/正宮,,亦作子母调,75
26,倘秀才,北曲/正宮,,亦作子母调。,159
27,灵寿杖,北曲/正宮,呆骨朵,即〔呆骨朵〕。,23
28,叨叨令,北曲/正宮,,,53
29,塞鸿秋,北曲/正宮,,与仙吕、中吕出入。,12
30,脱布衫,北曲/正宮,,与中吕出入。,34
31,小梁州,北曲/正宮,,与中吕出入。,32
32,醉太平,北曲/正宮,,与仙吕、中吕出入。,18
33,伴读书,北曲/正宮,村裡秀才,即〔村里秀才〕。与中吕出入。,19
34,笑和尚,北曲/正宮,笑歌賞,即〔笑歌赏〕。,27
35,白鹤子,北曲/正宮,,与中吕出入。,21
36,双鸳鸯,北曲/正宮,,与中吕出入。,4
37,货郎儿,北曲/正宮,,有九转，借用南吕宫。又与仙吕出入。,2
38,蛮姑儿,北曲/正宮,,与中吕出入。,3
39,穷河西,北曲/正宮,,与中吕出入。,5
40,芙蓉花,北曲/正宮,,,2
41,菩萨蛮,北曲/正宮,,与中吕出入。,1
42,黑漆弩,北曲/正宮,學士吟|鸚鵡曲,即〔学士吟〕。亦名〔鹦鹉曲〕。,4
43,月照庭,北曲/正宮,,,1
44,六么遍,北曲/正宮,梅梢月,即〔梅梢月〕。与仙吕出入。,2
45,甘草子,北曲/正宮,,,1
46,煞,北曲/正宮,,,1
47,啄木儿煞,北曲/正宮,,亦入中吕。,1
48,煞尾,北曲/正宮,,,1
49,六国朝,北曲/大石調,,,9
50,归塞北,北曲/大石調,望江南,即〔望江南〕。与仙吕出入。,23
51,卜金钱,北曲/大石調,初開口,即〔初开口〕。,1
52,怨别离,北曲/大石調,,,2
53,雁过南楼,北曲/大石調,,,3
54,催花乐,北曲/大石調,擂鼓體,即〔擂鼓体〕。,2
55,净瓶儿,北曲/大石調,,,3
56,念奴娇,北曲/大石調,,,1
57,喜秋风,北曲/大石調,,,5
58,好观音,北曲/大石調,煞,亦作〔煞〕。,4
59,青杏子,北曲/大石調,,「子」亦作「儿」。本小石调，与仙吕出入。,2
60,蒙童儿,北曲/大石調,憨郭郎,即〔憨郭郎〕。,5
61,还京乐,北曲/大石調,,,1
62,荼縻香,北曲/大石調,,,1
63,催拍子,北曲/大石調,,,1
64,阳关三叠,北曲/大石調,,,0
65,蓦山溪,北曲/大石調,,,1
66,初生月儿,北曲/大石調,,,1
67,百字令,北曲/大石調,念奴嬌,考调即〔念奴娇〕也。,1
68,玉蝉翼煞,北曲/大石調,,,1
69,随煞,北曲/大石調,,黄钟、仙吕、双调、越调通用。,5
70,青杏儿,北曲/小石調,青杏子,即大石调〔青杏子〕，并载么篇耳。,0
71,天上谣,北曲/小石調,,与大石调出入。,1
72,恼杀人,北曲/小石調,,与大石调出入。,1
73,伊州遍,北曲/小石調,,与大石调出入。,2
74,尾声,北曲/小石調,,,1
75,端正好,北曲/仙呂宮,,楔子多用之，与正宫不同。,22
76,赏花时,北曲/仙呂宮,,楔子有么，与商调出入。,81
77,八声甘州,北曲/仙呂宮,,,2
78,点绛唇,北曲/仙呂宮,,,168
79,混江龙,北曲/仙呂宮,,,155
80,油葫芦,北曲/仙呂宮,,,75
81,天下乐,北曲/仙呂宮,,,73
82,那吒令,北曲/仙呂宮,哪吒令,,80
83,鹊踏枝,北曲/仙呂宮,,,46
84,寄生草,北曲/仙呂宮,,与双调出入。,136
85,六么序,北曲/仙呂宮,,与中吕出入。,18
86,醉中天,北曲/仙呂宮,,与双调出入。,56
87,金盏儿,北曲/仙呂宮,醉金琖,即〔醉金盏〕。,106
88,醉扶归,北曲/仙呂宮,,,19
89,忆王孙,北曲/仙呂宮,,,5
90,一半儿,北曲/仙呂宮,,,62
91,瑞鹤仙,北曲/仙呂宮,,,1
92,忆帝京,北曲/仙呂宮,,,1
93,村里迓鼓,北曲/仙呂宮,,「鼓」或作「古」。与商调出入。,14
94,元和令,北曲/仙呂宮,,与商调出入。,34
95,游四门,北曲/仙呂宮,,与商调出入。,13
96,胜葫芦,北曲/仙呂宮,,与商调出入。,16
97,后庭花,北曲/仙呂宮,,亦作「煞」。与商调出入。,122
98,柳叶儿,北曲/仙呂宮,,与黄钟商调出入。,36
99,青哥儿,北曲/仙呂宮,,与商调出入。,42
100,翠裙腰,北曲/仙呂宮,,,1
101,六么令,北曲/仙呂宮,,,3
102,上京马,北曲/仙呂宮,,「上」一作「尚」。与商调不同。,1
103,祆神急,北曲/仙呂宮,祅神急,与双调不同。,1
104,大安乐,北曲/仙呂宮,,,1
105,绿窗怨,北曲/仙呂宮,,,1
106,穿窗月,北曲/仙呂宮,,,2
107,四季花,北曲/仙呂宮,,与商调出入。,1
108,雁儿落,北曲/仙呂宮,,与双调不同。,1
109,玉花秋,北曲/仙呂宮,,,2
110,三番玉楼人,北曲/仙呂宮,,亦入越调。,1
111,锦橙梅,北曲/仙呂宮,,,2
112,双雁子,北曲/仙呂宮,,「子」或作「儿」。,1
113,太常引,北曲/仙呂宮,,,4
114,柳外楼,北曲/仙呂宮,,,1
115,赚煞尾,北曲/仙呂宮,,,41
116,粉蝶儿,北曲/中呂宮,,,43
117,叫声,北曲/中呂宮,,,11
118,醉春风,北曲/中呂宮,,与双调不同。,1
119,迎仙客,北曲/中呂宮,,,32
120,红绣鞋,北曲/中呂宮,朱履曲,即〔朱履曲〕，与正宫出入。,40
121,普天乐,北曲/中呂宮,黃梅雨,即〔黄梅雨〕。,41
122,醉高歌,北曲/中呂宮,,,16
123,喜春来,北曲/中呂宮,陽春曲,即〔阳春曲〕，与正宫出入。,16
124,石榴花,北曲/中呂宮,,,27
125,斗鹌鹑,北曲/中呂宮,,与越调不同。,1
126,上小楼,北曲/中呂宮,,与正宫出入。,47
127,满庭芳,北曲/中呂宮,,与正宫、仙吕出入。,34
128,十二月,北曲/中呂宮,,与正宫出入。,45
129,尧民歌,北曲/中呂宮,,与正宫出入。,45
130,快活三,北曲/中呂宮,,与正宫出入。,49
131,鲍老儿,北曲/中呂宮,,与正宫出入。,14
132,古鲍老,北曲/中呂宮,,,2
133,红芍药,北曲/中呂宮,,与中吕不同。,1
134,剔银镫,北曲/中呂宮,,与正宫出入。,5
135,蔓菁菜,北曲/中呂宮,,与正宫出入。,5
136,柳青娘,北曲/中呂宮,,与正宫出入。,5
137,道和,北曲/中呂宮,,「和」一作「合」，与正宫出入。,2
138,朝天子,北曲/中呂宮,謁金門,即〔谒金门〕。与正宫出入。,83
139,四边静,北曲/中呂宮,,与正宫出入。,7
140,齐天乐,北曲/中呂宮,,,2
141,红衫儿,北曲/中呂宮,,,3
142,苏武持节,北曲/中呂宮,山坡羊,即〔山坡羊〕。与黄钟宫出入。,13
143,卖花声,北曲/中呂宮,昇平樂,即〔升平乐〕。亦作煞。,13
144,四换头,北曲/中呂宮,,与正宫出入,1
145,摊破喜春来,北曲/中呂宮,,,1
146,乔捉蛇,北曲/中呂宮,,,2
147,煞尾,北曲/中呂宮,,般涉调同。,1
148,一枝花,北曲/南呂宮,占春魁,即〔占春魁〕。,38
149,梁州第七,北曲/南呂宮,,,25
150,隔尾,北曲/南呂宮,,与中吕出入。,62
151,牧羊关,北曲/南呂宮,,,81
152,菩萨梁州,北曲/南呂宮,,,15
153,元鹤鸣,北曲/南呂宮,哭皇天,即〔哭皇天〕。,29
154,乌夜啼,北曲/南呂宮,,,16
155,骂玉郎,北曲/南呂宮,瑤華令,即〔瑶华令〕。,39
156,感皇恩,北曲/南呂宮,,,33
157,采茶歌,北曲/南呂宮,楚江秋,即〔楚江秋〕。,36
158,贺新郎,北曲/南呂宮,,,18
159,梧桐树,北曲/南呂宮,,与双调出入。,1
160,红芍药,北曲/南呂宮,,与中吕不同。,1
161,四块玉,北曲/南呂宮,,,33
162,草池春,北曲/南呂宮,鬭黑蟆|絮蝦蟆,即〔斗黑蟆〕，亦名〔絮虾蟆〕。,9
163,鹌鹑儿,北曲/南呂宮,,,1
164,阅金经,北曲/南呂宮,金字經,即〔金字经〕。与双调出入。,20
165,翠盘秋,北曲/南呂宮,乾荷葉,即〔乾荷叶〕。亦入中吕。,4
166,玉交枝,北曲/南呂宮,,「交」一作「娇」。与双调出入。,3
167,煞,北曲/南呂宮,,,1
168,黄钟尾,北曲/南呂宮,隨尾,即〔随尾〕。黄钟宫通用。,39
169,驻马听,北曲/雙調,,,38
170,新水令,北曲/雙調,,,80
171,乔牌儿,北曲/雙調,,,47
172,沉醉东风,北曲/雙調,,,18
173,步步娇,北曲/雙調,潘妃曲,即〔潘妃曲〕。,14
174,夜行船,北曲/雙調,,,5
175,银汉浮槎,北曲/雙調,喬木查,即〔乔木查〕。,6
176,庆宣和,北曲/雙調,,,10
177,五供养,北曲/雙調,,,2
178,月上海棠,北曲/雙調,,,2
179,庆东原,北曲/雙調,,「原」或作「园」。,14
180,拨不断,北曲/雙調,續斷弦,即〔续断弦〕。,12
181,搅筝琶,北曲/雙調,,,16
182,落梅风,北曲/雙調,壽陽曲,即〔寿阳曲〕。,44
183,风入松,北曲/雙調,,,110
184,万花方三叠,北曲/雙調,,,1
185,雁儿落,北曲/雙調,平沙落雁,即〔平沙落雁〕。与商调出入。,2
186,得胜令,北曲/雙調,陣陣贏|凱歌迴,即〔阵阵赢〕，亦名〔凯歌回〕。与商调出入。,95
187,水仙子,北曲/雙調,湘妃怨|淩波仙|馮夷曲,即〔湘妃怨〕亦名〔淩波仙〕，亦名〔冯夷曲〕。与南吕出入。,53
188,大德歌,北曲/雙調,,与商调出入。,11
189,镇江回,北曲/雙調,,与中吕出入。,2
190,殿前欢,北曲/雙調,小鳳孫兒|鳳將雛|小婦孩兒,即〔小凤孙儿〕，亦名〔凤将雏〕，亦名〔小妇孩儿〕。,31
191,滴滴金,北曲/雙調,甜水令,即〔甜水令〕。,40
192,折桂令,北曲/雙調,蟾宮曲|秋風第一枝|天香引|步蟾宮,即〔蟾宫曲〕，亦名〔秋风第一枝〕，亦名〔天香引〕，亦名〔步蟾宫〕。,110
193,清江引,北曲/雙調,江兒水,即〔江儿水〕。,166
194,春闺怨,北曲/雙調,,与商调出入。,2
195,牡丹春,北曲/雙調,,与商调出入。,2
196,汉江秋,北曲/雙調,荊襄怨,即〔荆襄怨〕。,1
197,小将军,北曲/雙調,,与仙吕出入。,5
198,庆丰年,北曲/雙調,,,2
199,太清歌,北曲/雙調,,,7
200,小阳关,北曲/雙調,,,1
201,捣练子,北曲/雙調,胡搗練,即〔胡捣练〕。,1
202,秋莲曲,北曲/雙調,,,1
203,挂玉钩序,北曲/雙調,掛搭序,即〔挂搭序〕。,1
204,荆山玉,北曲/雙調,側磚兒,即〔侧砖儿〕。与南吕出入。,7
205,竹枝歌,北曲/雙調,,与南吕出入。,5
206,沽美酒,北曲/雙調,瓊林宴,即〔琼林宴〕。,81
207,太平令,北曲/雙調,,,28
208,快活年,北曲/雙調,,,1
209,乱柳叶,北曲/雙調,,与中吕出入。,3
210,豆叶黄,北曲/雙調,,,8
211,川拨棹,北曲/雙調,,,35
212,七弟兄,北曲/雙調,,,42
213,梅花酒,北曲/雙調,,,22
214,收江南,北曲/雙調,,「收」或作「喜」。,72
215,挂玉钩,北曲/雙調,掛搭沽,即〔挂搭沽〕。,25
216,早乡词,北曲/雙調,,,2
217,石竹子,北曲/雙調,,,1
218,山石榴,北曲/雙調,,,4
219,醉娘子,北曲/雙調,醉也摩挲,即〔醉也摩挲〕。,3
220,驸马还朝,北曲/雙調,相公愛,即〔相公爱〕。,4
221,胡十八,北曲/雙調,,,10
222,一锭银,北曲/雙調,,,4
223,阿纳忽,北曲/雙調,,「纳」或作「那」。,3
224,小拜门,北曲/雙調,,「小」一作「不」。,1
225,慢金盏,北曲/雙調,金盞子,即〔金盏子〕。,8
226,大拜门,北曲/雙調,,,3
227,也不罗,北曲/雙調,野絡索,即〔野络索〕。,1
228,小喜人心,北曲/雙調,,,1
229,风流体,北曲/雙調,,与中吕出入。,4
230,古都白,北曲/雙調,,「古」或作「忽」。,2
231,唐古歹,北曲/雙調,,,1
232,河西水仙子,北曲/雙調,,,1
233,华严赞,北曲/雙調,,,1
234,行香子,北曲/雙調,,,1
235,锦上花,北曲/雙調,,,3
236,碧玉箫,北曲/雙調,,,18
237,祆神急,北曲/雙調,祅神急,与仙吕不同。,1
238,骤雨打新荷,北曲/雙調,,,0
239,驻马听近,北曲/雙調,,或无「近」字。,1
240,金娥神曲,北曲/雙調,,,1
241,神曲缠,北曲/雙調,,,1
242,得胜乐,北曲/雙調,,与仙吕出入。,5
243,大德乐,北曲/雙調,,,1
244,楚天遥,北曲/雙調,,,2
245,新时令,北曲/雙調,,,1
246,阿忽令,北曲/雙調,,,2
247,山丹花,北曲/雙調,,,2
248,十棒鼓,北曲/雙調,,,2
249,殿前喜,北曲/雙調,,,2
250,播海令,北曲/雙調,,,1
251,大喜人心,北曲/雙調,,,1
252,醉春风,北曲/雙調,,与中吕不同。,1
253,间金四块玉,北曲/雙調,,,1
254,减字木兰花,北曲/雙調,,,1
255,高过金盏儿,北曲/雙調,,,1
256,对玉环,北曲/雙調,,,5
257,青玉案,北曲/雙調,,,1
258,鱼游春水,北曲/雙調,,,2
259,秋江送,北曲/雙調,,,1
260,枳郎儿,北曲/雙調,,,2
261,河西六娘子,北曲/雙調,,,1
262,皂旗儿,北曲/雙調,,,1
263,本调煞,北曲/雙調,,,1
264,鸳鸯煞,北曲/雙調,,,36
265,离亭宴带歇指煞,北曲/雙調,,,1
266,收尾,北曲/雙調,,与正宫、南吕、越调出入。,53
267,离亭宴煞,北曲/雙調,,,8
268,天仙令,北曲/雙調,,补遗,1
269,斗鹌鹑,北曲/越調,,与中吕不同。,45
270,紫花儿序,北曲/越調,,,50
271,金蕉叶,北曲/越調,,,14
272,小桃红,北曲/越調,,,23
273,踏阵马,北曲/越調,,,1
274,天净沙,北曲/越調,,,19
275,调笑令,北曲/越調,含笑花,即〔含笑花〕。,46
276,秃厮儿,北曲/越調,小沙門|耍廝兒,即〔小沙门〕，亦名〔耍厮儿〕。,20
277,圣药王,北曲/越調,,,41
278,麻郎儿,北曲/越調,,,11
279,东原乐,北曲/越調,,,12
280,络丝娘,北曲/越調,,,23
281,送远行,北曲/越調,,,1
282,绵搭絮,北曲/越調,,,5
283,拙鲁速,北曲/越調,,,12
284,雪里梅,北曲/越調,,,3
285,古竹马,北曲/越調,,与南吕出入。,1
286,郓州春,北曲/越調,,,1
287,眉儿弯,北曲/越調,,,1
288,酒旗儿,北曲/越調,,与商调出入。,3
289,青山口,北曲/越調,,,3
290,寨儿令,北曲/越調,柳營曲,即〔柳营曲〕。与黄钟不同。,21
291,黄蔷薇,北曲/越調,,,3
292,庆元贞,北曲/越調,,,4
293,三台印,北曲/越調,鬼三台,即〔鬼三台〕。与中吕出入。,32
294,凭阑人,北曲/越調,,,3
295,耍三台,北曲/越調,,「台」或作「台」。,8
296,梅花引,北曲/越調,,,1
297,看花回,北曲/越調,,,2
298,南乡子,北曲/越調,,,1
299,糖多令,北曲/越調,,,1
300,雪中梅,北曲/越調,,,1
301,小络丝娘,北曲/越調,,,1
302,煞,北曲/越調,,,1
303,尾声,北曲/越調,,,1
304,集贤宾,北曲/商調,,,12
305,逍遥乐,北曲/商調,,,10
306,上京马,北曲/商調,,与仙吕不同。,1
307,梧叶儿,北曲/商調,知秋令,即〔知秋令〕。,14
308,金菊香,北曲/商調,,,24
309,醋葫芦,北曲/商調,,,30
310,挂金索,北曲/商調,,与黄钟宫出入。,40
311,浪里来,北曲/商調,煞,亦作〔煞〕。「里来」或作「来里」。,2
312,双雁儿,北曲/商調,,,11
313,望远行,北曲/商調,,,1
314,凤凰吟,北曲/商調,,「凰」或作「鸾」。与仙吕出入。,1
315,玉胞肚,北曲/商調,玉抱肚,亦入双调。,116
316,秦楼月,北曲/商調,,,1
317,桃花浪,北曲/商調,,,1
318,高平煞,北曲/商調,,,1
319,尾声,北曲/商調,,本商角调。,1
320,黄莺儿,北曲/商角調,,亦借入商调。,8
321,踏莎行,北曲/商角調,,亦借入商调。,4
322,盖天旗,北曲/商角調,,亦借入商调。,1
323,垂丝钓,北曲/商角調,,亦借入商调。,1
324,应天长,北曲/商角調,,亦借入商调。,1
325,尾声,北曲/商角調,,,1
326,哨遍,北曲/般涉調,,亦借入中吕。,5
327,脸儿红,北曲/般涉調,麻婆子,即〔麻婆子〕。亦借入中吕。,1
328,墙头花,北曲/般涉調,,亦借入中吕。,1
329,瑶台月,北曲/般涉調,,亦借入中吕。,1
330,急曲子,北曲/般涉調,從拍令,即〔从拍令〕。亦借入中吕。,1
331,耍孩儿,北曲/般涉調,魔合羅,即〔魔合罗〕。与正宫、中吕、双调出入。,45
332,煞,北曲/般涉調,,,1
333,尾声,北曲/般涉調,,与中吕煞尾同。,1
334,卜算子,南曲/仙呂宮/引子,,,58
335,番卜算,南曲/仙呂宮/引子,,,61
336,剑器令,南曲/仙呂宮/引子,,,5
337,小蓬莱,南曲/仙呂宮/引子,,,18
338,探春令,南曲/仙呂宮/引子,,,16
339,醉落魄,南曲/仙呂宮/引子,,,10
340,天下乐,南曲/仙呂宮/引子,,此调虽似七言绝句诗，然第三句亦用韵。,1
341,鹊桥仙,南曲/仙呂宮/引子,,,29
342,金鸡叫,南曲/仙呂宮/引子,,,9
343,奉时春,南曲/仙呂宮/引子,,,1
344,紫苏丸,南曲/仙呂宮/引子,,,14
345,糖多令,南曲/仙呂宮/引子,,「糖」亦作「唐」。,0
346,梅子黄时雨,南曲/仙呂宮/引子,黃梅雨,即〔黄梅雨〕。,2
347,似娘儿,南曲/仙呂宮/引子,,,1
348,望远行,南曲/仙呂宮/引子,,,1
349,鹧鸪天,南曲/仙呂宮/引子,,,22
350,光光乍,南曲/仙呂宮/過曲,,自此至〔上马踢〕十曲皆小用，亦可借作冲场。,26
351,铁骑儿,南曲/仙呂宮/過曲,簷前馬,又名〔檐前马〕。,2
352,碧牡丹,南曲/仙呂宮/過曲,,,3
353,大斋郎,南曲/仙呂宮/過曲,,,10
354,胜葫芦,南曲/仙呂宮/過曲,大河蟹,又名〔大河蟹〕。,2
355,青歌儿,南曲/仙呂宮/過曲,福清歌,或作〔福清歌〕。,31
356,胡女怨,南曲/仙呂宮/過曲,,,1
357,五方鬼,南曲/仙呂宮/過曲,,,3
358,望梅花,南曲/仙呂宮/過曲,,,2
359,上马踢,南曲/仙呂宮/過曲,,,2
360,月儿高,南曲/仙呂宮/過曲,誤佳期,又名〔误佳期〕。,16
361,摊破月儿高,南曲/仙呂宮/過曲,,,1
362,二犯月儿高,南曲/仙呂宮/過曲,,第二段犯〔五更转〕，后段似犯〔红叶儿〕，姑阙之。,2
363,月云高,南曲/仙呂宮/過曲,,此调犯〔渡江云〕，而〔渡江云〕本调缺。,41
364,月照山,南曲/仙呂宮/過曲,,此犯商调。,2
365,月上五更,南曲/仙呂宮/過曲,,此犯南吕。,3
366,蛮江令,南曲/仙呂宮/過曲,,「蛮」或作「銮」。,2
367,凉草虫,南曲/仙呂宮/過曲,狼草生,或作〔狼草生〕。,3
368,蜡梅花,南曲/仙呂宮/過曲,,,1
369,感亭秋,南曲/仙呂宮/過曲,,「感」或作「撼」。,2
370,望吾乡,南曲/仙呂宮/過曲,,,19
371,喜还京,南曲/仙呂宮/過曲,,,1
372,美中美,南曲/仙呂宮/過曲,,,1
373,油核桃,南曲/仙呂宮/過曲,油葫蘆,或作〔油葫芦〕非。,3
374,木丫牙,南曲/仙呂宮/過曲,木丫叉,或作「木丫叉」非。今所谓〔长拍〕者一名〔木丫叉〕，然与此不同，惟后四句稍相似。,3
375,长拍,南曲/仙呂宮/過曲,,,21
376,短拍,南曲/仙呂宮/過曲,迴文,一名〔回文〕，必接〔长拍〕之下。,18
377,醉扶归,南曲/仙呂宮/過曲,,,9
378,皂罗袍,南曲/仙呂宮/過曲,,,111
379,皂袍罩黄莺,南曲/仙呂宮/過曲,,此犯商调。,4
380,醉罗袍,南曲/仙呂宮/過曲,醉翻袍,又名〔醉翻袍〕。此犯本宫。,2
381,醉罗歌,南曲/仙呂宮/過曲,,此犯本宫。,20
382,醉花云,南曲/仙呂宮/過曲,,此犯羽调。,3
383,醉归花月渡,南曲/仙呂宮/過曲,,此犯本宫，兼羽调。,1
384,罗袍歌,南曲/仙呂宮/過曲,,此犯本宫。,4
385,羽调排歌,南曲/仙呂宮/過曲,,以下二曲亦通羽调。,6
386,三叠排歌,南曲/仙呂宮/過曲,道和排歌,又名〔道和排歌〕。,1
387,傍妆台,南曲/仙呂宮/過曲,,此本调，也与《荆钗》、《香囊》诸曲不同。,30
388,二犯傍妆台,南曲/仙呂宮/過曲,,俱犯本宫。,47
389,八声甘州,南曲/仙呂宮/過曲,,,2
390,甘州解酲,南曲/仙呂宮/過曲,,此犯本宫。,1
391,甘州歌,南曲/仙呂宮/過曲,,此犯本宫。,79
392,十五郎,南曲/仙呂宮/過曲,,,4
393,一盆花,南曲/仙呂宮/過曲,,,12
394,桂枝香,南曲/仙呂宮/過曲,,,1
395,二犯桂枝香,南曲/仙呂宮/過曲,,此犯本宫及羽调。,2
396,天香满罗袖,南曲/仙呂宮/過曲,,此犯本宫。,1
397,河传序,南曲/仙呂宮/過曲,聚八仙,旧名〔聚八仙〕。又分为二曲，非是。,1
398,拗芝麻,南曲/仙呂宮/過曲,,,1
399,一封书,南曲/仙呂宮/過曲,,,105
400,一封歌,南曲/仙呂宮/過曲,,此犯本宫。,2
401,一封罗,南曲/仙呂宮/過曲,,,6
402,安乐神犯,南曲/仙呂宮/過曲,,此调犯〔排歌〕。未见本调。,3
403,香归罗袖,南曲/仙呂宮/過曲,,此犯本宫。,3
404,解三酲,南曲/仙呂宮/過曲,,「酲」或作「醒」非。,125
405,解酲带甘州,南曲/仙呂宮/過曲,,此犯本宫。,1
406,解酲歌,南曲/仙呂宮/過曲,,此犯本宫。,1
407,解袍歌,南曲/仙呂宮/過曲,,此犯本宫。,3
408,解酲望乡,南曲/仙呂宮/過曲,,此犯本宫。,1
409,掉角儿序,南曲/仙呂宮/過曲,,「掉」亦作「调」，或作「皂」非。,3
410,掉角望乡,南曲/仙呂宮/過曲,,此犯本宫。,1
411,番鼓儿,南曲/仙呂宮/過曲,,,15
412,惜黄花,南曲/仙呂宮/過曲,,,3
413,西河柳,南曲/仙呂宮/過曲,,,1
414,春从天上来,南曲/仙呂宮/過曲,,,1
415,古皂罗袍,南曲/仙呂宮/過曲,,,5
416,甘州八犯,南曲/仙呂宮/過曲,,,1
417,河传,南曲/仙呂宮/慢詞,,「河」旧作「何」。,2
418,声声慢,南曲/仙呂宮/慢詞,,,2
419,八声甘州,南曲/仙呂宮/慢詞,,,0
420,杜韦娘,南曲/仙呂宮/慢詞,,,4
421,桂枝香,南曲/仙呂宮/慢詞,疏簾淡月,一名〔疏帘淡月〕。,1
422,赚,南曲/仙呂宮/近詞,惜花賺|薄媚賺,一名〔惜花赚〕，又名〔薄媚赚〕。,1
423,天下乐,南曲/仙呂宮/近詞,,「乐」一作「欢」。,1
424,三嘱付,南曲/仙呂宮/近詞,,「嘱」或作「祝」非。,1
425,喜还京,南曲/仙呂宮/近詞,還京樂,疑即〔还京乐〕。,1
426,金凤钗,南曲/羽調/近詞,四時花,旧注云：「即〔四时花〕。」今查不同，故将二调并列。,1
427,四时花,南曲/羽調/近詞,,,1
428,四季花,南曲/羽調/近詞,四時花,疑即〔四时花〕，然又大同小异。,1
429,胜如花,南曲/羽調/近詞,,,19
430,庆时丰,南曲/羽調/近詞,慶豐登,又名〔庆丰登〕。,1
431,马鞍儿,南曲/羽調/近詞,,「儿」一作「子」。,2
432,浪淘沙,南曲/羽調/近詞,賣花聲,即〔卖花声〕。,1
433,归仙洞,南曲/羽調/近詞,,,1
434,尾声,南曲/羽調,,附录。,1
435,尾声总论,南曲/仙呂羽調,,,0
436,燕归梁,南曲/正宮/引子,,,8
437,七娘子,南曲/正宮/引子,,「子」或作「儿」。,24
438,梁州令,南曲/正宮/引子,,,16
439,破阵子,南曲/正宮/引子,,,22
440,齐天乐,南曲/正宮/引子,,,1
441,破齐阵,南曲/正宮/引子,,此犯本宫。,15
442,瑞鹤仙,南曲/正宮/引子,,,1
443,喜迁莺,南曲/正宮/引子,,,2
444,缑山月,南曲/正宮/引子,,,7
445,新荷叶,南曲/正宮/引子,,,3
446,玉芙蓉,南曲/正宮/過曲,,,108
447,刷子序,南曲/正宮/過曲,,,1
448,刷子带芙蓉,南曲/正宮/過曲,汲煞尾,一名〔汲煞尾〕，此犯本宫。,1
449,锦缠道,南曲/正宮/過曲,,,46
450,朱奴儿,南曲/正宮/過曲,紅娘子,一名〔红娘子〕。,38
451,朱奴插芙蓉,南曲/正宮/過曲,,此犯本宫。,2
452,朱奴剔银镫,南曲/正宮/過曲,,此犯中吕。,1
453,朱奴带锦缠,南曲/正宮/過曲,,此犯本宫。,1
454,普天乐,南曲/正宮/過曲,,,7
455,普天带芙蓉,南曲/正宮/過曲,,此犯本宫。,2
456,普天乐犯,南曲/正宮/過曲,,,6
457,锦芙蓉,南曲/正宮/過曲,,,4
458,芙蓉红,南曲/正宮/過曲,,,9
459,锦庭乐,南曲/正宮/過曲,,,3
460,锦庭芳,南曲/正宮/過曲,,,1
461,锦缠乐,南曲/正宮/過曲,,,1
462,雁过声,南曲/正宮/過曲,,《旧谱》后又载〔阳关三叠〕，与此句调无异，正是一曲两名，故删去不录。,9
463,风淘沙,南曲/正宮/過曲,,,1
464,四边静,南曲/正宮/過曲,,,2
465,福马郎,南曲/正宮/過曲,,,17
466,小桃红,南曲/正宮/過曲,山桃犯,与越调不同，或作〔山桃犯〕。,4
467,绿襕衫,南曲/正宮/過曲,,「衫」或作「踢」非。,1
468,三字令,南曲/正宮/過曲,,,1
469,一撮棹,南曲/正宮/過曲,,,23
470,三字令过十二桥,南曲/正宮/過曲,,此连〔四边静〕。,1
471,泣秦娥,南曲/正宮/過曲,,,1
472,倾杯序,南曲/正宮/過曲,,,2
473,倾杯赏芙蓉,南曲/正宮/過曲,,此犯本宫。,1
474,长生道引,南曲/正宮/過曲,,,2
475,彩旗儿,南曲/正宮/過曲,,与双调不同。,1
476,满江红急,南曲/正宮/過曲,,所犯未详。,1
477,白练序,南曲/正宮/過曲,,,21
478,醉太平,南曲/正宮/過曲,,又入南吕。,1
479,小醉太平,南曲/正宮/過曲,,又入南吕。,2
